student_id,name,gender,grade,subject,marks,attendance_%,study_hours_per_week,test_preparation,parental_education
STU1191,Riya Nair,Male,9,Social Studies,62.3,92.6,1.3,Occasional,Master's
STU1111,Arjun Chopra,Female,9,Computer Science,82.4,80.3,2.9,Occasional,High School
STU1169,Sai Singh,Female,11,Science,82.7,55.7,4.7,Occasional,High School
STU1138,Vivaan Reddy,Male,12,Mathematics,72.5,74.9,4.5,Regular,High School
STU1289,Myra Reddy,Male,9,Computer Science,65.6,75.0,5.9,None,Bachelor's
STU1279,Simran Rao,Male,11,English,77.9,74.7,4.5,Occasional,Bachelor's
STU1087,Kiara Sharma,Male,10,Science,80.7,78.4,6.0,Regular,Master's
STU1098,Yash Sharma,Female,9,Mathematics,82.0,91.6,3.5,Regular,High School
STU1298,Ishaan Joshi,Male,9,Computer Science,100.0,89.5,4.2,Occasional,Bachelor's
STU1275,Vihaan Nair,Male,11,Mathematics,86.2,99.4,3.8,Regular,PhD
STU1013,Kabir Iyer,Female,12,Computer Science,86.9,90.0,4.9,Occasional,Master's
STU1161,Neha Gupta,Female,9,Social Studies,81.9,99.3,1.4,Regular,Master's
STU1236,Kabir Patel,Female,12,Computer Science,93.2,93.3,2.1,None,High School
STU1002,Ira Patel,Male,9,Science,84.7,96.4,2.4,None,High School
STU1028,Neha Desai,Female,9,Computer Science,78.6,98.7,0.0,Regular,High School
STU1183,Anika Chopra,Female,9,English,87.7,70.5,5.3,None,Bachelor's
STU1127,Meera Nair,Female,9,Computer Science,96.1,95.9,3.1,Regular,Bachelor's
STU1035,Aarohi Mehta,Female,12,Science,47.5,71.2,3.2,Occasional,High School
STU1198,Kiara Verma,Female,9,Computer Science,78.5,97.2,5.6,Occasional,High School
STU1088,Neha Iyer,Female,11,Mathematics,76.3,84.0,4.2,None,High School
STU1104,Myra Rao,Female,10,Science,76.0,99.8,2.2,Occasional,Bachelor's
STU1296,Aditya Joshi,Female,9,Mathematics,,89.1,3.3,Occasional,High School
STU1200,Myra Reddy,Male,10,Computer Science,74.1,83.3,1.9,Occasional,High School
STU1251,Priya Kumar,Male,10,Mathematics,83.5,83.9,2.8,None,Bachelor's
STU1246,Aryan Chopra,Male,9,Computer Science,88.0,82.8,4.2,None,Bachelor's
STU1028,Neha Desai,Female,9,Social Studies,76.8,98.7,0.0,Regular,High School
STU1150,Vihaan Kapoor,Male,11,Social Studies,75.4,75.2,3.8,Occasional,Bachelor's
STU1103,Anika Gupta,Female,12,Computer Science,100.0,93.3,3.7,None,High School
STU1164,Aarav Iyer,Male,10,English,72.4,76.6,6.3,None,High School
STU1085,Anika Reddy,Female,11,Social Studies,96.4,85.5,7.4,Regular,High School
STU1122,Aryan Rao,Female,10,English,59.0,92.8,2.1,Regular,High School
STU1206,Dev Kumar,Male,9,English,73.9,91.6,4.4,None,Bachelor's
STU1031,Arjun Patel,Female,9,Science,95.9,77.6,5.4,Occasional,Master's
STU1107,Aditya Patel,Female,10,Computer Science,82.0,91.4,4.0,Occasional,High School
STU1258,Zara Reddy,Male,12,Mathematics,73.1,92.3,2.9,None,Master's
STU1092,Anika Sharma,Female,12,Science,95.9,88.3,2.8,Regular,Master's
STU1115,Krishna Rao,Male,10,Science,65.6,72.1,2.5,Regular,PhD
STU1051,Priya Kumar,Female,11,Mathematics,99.9,83.9,1.4,Regular,Master's
STU1195,Vivaan Kapoor,Male,11,Computer Science,96.5,98.4,5.7,Occasional,PhD
STU1237,Aarohi Sharma,Female,10,Mathematics,89.8,82.9,2.3,Occasional,Bachelor's
STU1201,Riya Chopra,Female,11,Science,68.0,75.6,4.7,Regular,High School
STU1112,Tanvi Joshi,Male,9,Mathematics,68.6,73.8,3.5,None,Master's
STU1041,Vivaan Joshi,Female,11,Social Studies,69.1,80.7,3.0,Occasional,PhD
STU1182,Arjun Joshi,Male,9,Mathematics,81.3,89.1,2.1,None,Bachelor's
STU1262,Rohan Desai,Male,10,Science,87.4,88.9,5.4,None,High School
STU1000,Reyansh Iyer,Male,11,Science,98.2,88.8,1.5,None,Master's
STU1053,Sai Nair,Female,9,Computer Science,70.3,72.8,1.1,Occasional,Bachelor's
STU1053,Sai Nair,Female,9,Mathematics,68.7,72.8,1.1,Occasional,Bachelor's
STU1182,Arjun Joshi,Male,9,Computer Science,75.2,89.1,2.1,None,Bachelor's
STU1046,Zara Gupta,Male,9,Mathematics,91.1,100.0,4.0,None,Master's
STU1295,Simran Rao,Female,12,English,94.0,86.8,2.7,Occasional,High School
STU1223,Ananya Chopra,Female,11,Computer Science,100.0,100.0,4.8,None,Bachelor's
STU1294,Neha Mehta,Male,11,English,61.9,71.1,0.8,None,Master's
STU1172,Yash Singh,Male,12,Computer Science,74.6,68.6,5.4,None,Master's
STU1213,Neha Singh,Female,11,Science,71.2,82.7,5.2,Occasional,High School
STU1174,Vihaan Rao,Female,10,Social Studies,82.0,76.3,5.4,Regular,Bachelor's
STU1290,Myra Joshi,Male,11,English,94.6,86.1,0.8,None,High School
STU1079,Anika Desai,Female,12,Social Studies,70.2,83.1,4.7,None,Bachelor's
STU1273,Neha Rao,Male,10,English,61.7,78.2,0.0,None,High School
STU1009,Aryan Patel,Male,12,Mathematics,91.7,84.6,7.9,None,Master's
STU1032,Aditya Nair,Male,9,Science,71.8,100.0,2.3,None,Master's
STU1198,Kiara Verma,Female,9,Science,77.9,97.2,5.6,Occasional,High School
STU1145,Aryan Mehta,Female,11,English,82.6,80.8,3.9,None,High School
STU1125,Vihaan Kapoor,Male,9,Computer Science,78.1,90.8,4.9,None,Bachelor's
STU1057,Kabir Kapoor,Male,11,Social Studies,78.4,65.0,1.7,None,Master's
STU1211,Aarohi Gupta,Male,10,Computer Science,82.4,84.5,1.2,Occasional,Bachelor's
STU1292,Riya Patel,Female,10,Science,92.7,87.3,4.5,None,Bachelor's
STU1115,Krishna Rao,Male,10,Mathematics,67.2,72.1,2.5,Regular,PhD
STU1170,Zara Kumar,Male,12,Mathematics,76.3,86.7,2.7,None,Master's
STU1267,Myra Gupta,Female,10,Computer Science,70.6,61.2,3.2,None,Bachelor's
STU1182,Arjun Joshi,Male,9,Science,91.2,89.1,2.1,None,Bachelor's
STU1250,Zara Rao,Female,10,Computer Science,84.8,100.0,2.6,Occasional,High School
STU1272,Ananya Desai,Male,10,Mathematics,74.5,84.2,2.0,None,Master's
STU1186,Vivaan Kumar,Male,11,English,100.0,82.8,4.2,None,High School
STU1220,Saanvi Reddy,Female,10,Mathematics,95.4,95.7,4.6,Regular,Master's
STU1241,Zara Gupta,Female,9,English,64.6,89.2,2.4,Regular,Bachelor's
STU1049,Arjun Chopra,Male,12,English,81.7,100.0,2.7,Occasional,Master's
STU1095,Krishna Kapoor,Female,10,Science,83.7,92.5,3.1,Occasional,Master's
STU1017,Aarav Singh,Female,10,Mathematics,59.4,71.2,3.5,Regular,Master's
STU1093,Aarav Kumar,Male,12,Computer Science,84.2,77.7,5.2,None,Master's
STU1045,Aarohi Nair,Female,12,Mathematics,89.2,87.0,1.6,None,PhD
STU1154,Reyansh Iyer,Male,12,Computer Science,91.2,90.2,3.2,Occasional,Master's
STU1066,Vivaan Gupta,Male,11,Science,85.9,86.6,3.0,None,High School
STU1046,Zara Gupta,Male,9,Social Studies,81.2,100.0,4.0,None,Master's
STU1117,Myra Mehta,Female,11,Social Studies,84.8,75.1,3.5,None,High School
STU1095,Krishna Kapoor,Female,10,Mathematics,78.5,92.5,3.1,Occasional,Master's
STU1256,Kabir Singh,Male,10,Computer Science,51.1,77.7,0.0,Regular,High School
STU1119,Aryan Reddy,Male,9,Computer Science,90.2,83.9,4.4,None,PhD
STU1084,Priya Desai,Male,11,Science,74.5,87.5,2.8,None,Bachelor's
STU1036,Myra Singh,Female,12,English,80.0,82.2,5.3,Occasional,Bachelor's
STU1197,Rohan Verma,Male,11,Social Studies,84.0,87.5,2.3,None,High School
STU1200,Myra Reddy,Male,10,Mathematics,78.4,83.3,1.9,Occasional,High School
STU1271,Saanvi Kumar,Male,10,Science,83.4,92.5,3.8,Regular,High School
STU1009,Aryan Patel,Male,12,Computer Science,80.9,84.6,7.9,None,Master's
STU1280,Ira Nair,Male,9,Computer Science,65.5,85.1,3.9,None,Bachelor's
STU1205,Kabir Chopra,Male,9,Computer Science,69.9,86.6,3.2,Occasional,High School
STU1105,Reyansh Sharma,Male,12,Computer Science,63.6,76.8,3.9,None,Bachelor's
STU1251,Priya Kumar,Male,10,Social Studies,76.4,83.9,2.8,None,Bachelor's
STU1097,Aadhya Joshi,Male,11,Science,90.1,88.1,7.7,Occasional,Bachelor's
STU1291,Saanvi Iyer,Female,9,Computer Science,76.7,89.0,5.6,None,Master's
STU1099,Ishaan Desai,Female,12,English,88.7,81.7,4.2,Regular,Bachelor's
STU1021,Zara Nair,Male,10,Science,78.5,83.5,3.3,Occasional,Bachelor's
STU1088,Neha Iyer,Female,11,Social Studies,81.0,84.0,4.2,None,High School
STU1129,Kabir Iyer,Female,9,Science,78.5,94.4,7.2,None,Master's
STU1207,Aryan Nair,Female,11,Science,80.0,80.3,3.5,Regular,Master's
STU1145,Aryan Mehta,Female,11,Science,79.5,80.8,3.9,None,High School
STU1038,Aarohi Rao,Female,9,Mathematics,82.8,85.4,3.8,Occasional,High School
STU1056,Dev Gupta,Female,11,English,78.6,90.9,2.6,Occasional,Bachelor's
STU1005,Aditya Mehta,Female,10,Computer Science,79.2,89.3,1.3,Occasional,Master's
STU1033,Aryan Reddy,Male,11,Computer Science,76.8,90.0,2.7,Regular,High School
STU1200,Myra Reddy,Male,10,Science,72.5,83.3,1.9,Occasional,High School
STU1240,Rohan Kumar,Female,12,Computer Science,84.1,87.0,5.1,Regular,Master's
STU1020,Myra Kumar,Female,9,Mathematics,80.2,97.4,7.3,Occasional,High School
STU1039,Ananya Desai,Female,9,English,72.7,74.5,4.3,None,Master's
STU1099,Ishaan Desai,Female,12,Mathematics,88.0,81.7,4.2,Regular,Bachelor's
STU1129,Kabir Iyer,Female,9,English,84.5,94.4,7.2,None,Master's
STU1197,Rohan Verma,Male,11,English,74.3,87.5,2.3,None,High School
STU1008,Ishaan Kapoor,Male,9,Computer Science,98.3,83.0,4.3,None,High School
STU1142,Yash Kapoor,Female,10,Mathematics,88.2,94.0,2.7,Regular,High School
STU1074,Ananya Chopra,Female,9,Social Studies,78.6,86.8,3.2,None,High School
STU1135,Kiara Kapoor,Female,10,Social Studies,88.5,77.3,1.0,Occasional,High School
STU1113,Ishaan Sharma,Female,9,Science,80.1,82.6,3.9,Regular,PhD
STU1169,Sai Singh,Female,11,English,84.1,55.7,4.7,OCCASIONAL  ,High School
STU1092,Anika Sharma,Female,12,Mathematics,91.1,88.3,2.8,Regular,Master's
STU1231,Myra Patel,Male,12,Mathematics,100.0,85.5,3.0,Occasional,Bachelor's
STU1007,Tanvi Mehta,Female,12,Computer Science,72.3,76.6,4.1,Occasional,Master's
STU1086,Meera Singh,Female,9,Computer Science,97.3,100.0,0.7,Occasional,High School
STU1194,Riya Singh,Female,9,Social Studies,57.0,71.8,1.7,None,Bachelor's
STU1247,Anika Iyer,Male,9,Computer Science,63.5,73.4,1.7,None,Master's
STU1201,Riya Chopra,Female,11,English,64.8,75.6,4.7,Regular,High School
STU1091,Yash Desai,Male,10,Science,83.7,76.2,4.1,Occasional,High School
STU1052,Kabir Rao,Male,11,Mathematics,82.4,85.9,5.0,None,Bachelor's
STU1007,Tanvi Mehta,Female,12,Mathematics,66.2,76.6,4.1,Occasional,Master's
STU1165,Sai Mehta,Female,10,English,69.9,90.1,4.6,Occasional,Master's
STU1061,Vivaan Mehta,Female,11,Computer Science,95.9,82.3,6.1,None,High School
STU1055,Aarav Singh,Male,11,Science,76.0,95.0,3.9,None,PhD
STU1127,Meera Nair,Female,9,Science,94.7,95.9,3.1,Regular,Bachelor's
STU1130,Aadhya Kumar,Male,10,Computer Science,64.2,76.6,4.3,None,PhD
STU1124,Dev Iyer,Female,12,English,100.0,92.1,5.3,None,Bachelor's
STU1168,Aryan Reddy,Male,11,Computer Science,69.9,79.9,0.0,Regular,Bachelor's
STU1078,Riya Verma,Male,10,Social Studies,69.1,87.9,4.3,Regular,High School
STU1021,Zara Nair,Male,10,English,81.0,83.5,3.3,Occasional,Bachelor's
STU1069,Neha Patel,Female,12,Computer Science,85.0,99.0,2.3,Regular,High School
STU1104,Myra Rao,Female,10,Computer Science,68.3,99.8,2.2,Occasional,Bachelor's
STU1156,Meera Desai,Male,10,Computer Science,56.8,97.9,2.8,None,High School
STU1009,Aryan Patel,Male,12,English,83.4,84.6,7.9,None,Master's
STU1040,Neha Sharma,Male,12,Social Studies,100.0,69.3,5.9,Occasional,Bachelor's
STU1004,Tanvi Mehta,Female,9,Science,84.3,95.7,4.5,Occasional,High School
STU1080,Zara Kapoor,Male,9,English,73.0,66.0,4.2,None,Bachelor's
STU1221,Dev Desai,Female,11,English,63.7,64.0,5.5,Regular,High School
STU1230,Aryan Chopra,Male,12,Computer Science,68.6,72.5,3.8,Regular,Bachelor's
STU1197,Rohan Verma,Male,11,Computer Science,82.4,87.5,2.3,None,High School
STU1148,Rohan Joshi,Female,10,Science,92.5,95.2,2.5,Regular,High School
STU1262,Rohan Desai,Male,10,Mathematics,91.5,88.9,5.4,None,High School
STU1229,Zara Nair,Female,10,English,84.8,86.4,6.2,None,Master's
STU1006,Rohan Mehta,Male,11,Social Studies,78.7,97.5,0.9,Occasional,High School
STU1157,Saanvi Verma,Male,10,English,79.8,97.7,4.2,Regular,High School
STU1184,Ananya Singh,Male,9,Social Studies,87.0,96.5,2.1,None,Bachelor's
STU1208,Dev Chopra,Male,11,Social Studies,82.5,96.0,5.3,Occasional,High School
STU1288,Dev Nair,Male,9,Computer Science,97.5,100.0,5.0,Occasional,High School
STU1248,Priya Mehta,Female,12,Social Studies,48.9,76.5,1.0,None,Bachelor's
STU1115,Krishna Rao,Male,10,Computer Science,62.0,72.1,2.5,Regular,PhD
STU1096,Aadhya Verma,Female,11,Science,79.2,100.0,3.0,Regular,Bachelor's
STU1186,Vivaan Kumar,Male,11,Science,100.0,82.8,4.2,None,High School
STU1071,Ishaan Singh,Male,11,Science,79.4,91.5,3.8,Regular,High School
STU1249,Tanvi Kapoor,Female,9,Social Studies,67.9,78.5,2.9,Occasional,High School
STU1151,Saanvi Rao,Female,10,Computer Science,95.4,81.4,4.0,None,High School
STU1018,Priya Rao,Female,9,English,100.0,98.1,2.7,None,High School
STU1235,Myra Patel,Female,10,Mathematics,74.3,99.1,3.1,Occasional,Bachelor's
STU1283,Diya Desai,Male,10,Mathematics,83.5,79.5,2.1,Occasional,Bachelor's
STU1268,Arjun Joshi,Female,12,Science,97.9,77.5,4.9,Occasional,Bachelor's
STU1160,Ishaan Kapoor,Female,12,Social Studies,98.7,92.8,3.5,None,PhD
STU1149,Saanvi Sharma,Female,12,Mathematics,78.8,70.8,3.3,Regular,Master's
STU1055,Aarav Singh,Male,11,Computer Science,73.7,95.0,3.9,None,PhD
STU1152,Ananya Sharma,Male,9,Computer Science,68.3,67.2,3.2,Regular,Bachelor's
STU1120,Ananya Nair,Male,9,Computer Science,85.8,63.9,4.5,Occasional,Bachelor's
STU1297,Simran Gupta,Female,9,Science,84.2,99.3,5.0,Occasional,High School
STU1274,Vihaan Sharma,Female,11,Social Studies,64.9,81.9,2.1,None,Bachelor's
STU1279,Simran Rao,Male,11,Social Studies,74.4,74.7,4.5,Occasional,Bachelor's
STU1080,Zara Kapoor,Male,9,Mathematics,76.0,66.0,4.2,None,Bachelor's
STU1051,Priya Kumar,Female,11,English,96.7,83.9,1.4,Regular,Master's
STU1188,Arjun Kumar,Female,11,Computer Science,68.9,75.1,2.9,Regular,High School
STU1219,Krishna Sharma,Male,11,Science,89.1,96.8,4.3,Occasional,High School
STU1243,Aarohi Singh,Male,11,Computer Science,99.9,71.4,1.8,None,Master's
STU1232,Sai Singh,Female,9,Science,79.7,78.5,2.4,Regular,High School
STU1098,Yash Sharma,Female,9,Computer Science,78.3,91.6,3.5,Regular,High School
STU1154,Reyansh Iyer,Male,12,English,90.4,90.2,3.2,Occasional,Master's
STU1110,Reyansh Singh,Male,9,Mathematics,66.4,67.2,5.2,Occasional,Bachelor's
STU1040,Neha Sharma,Male,12,Science,100.0,69.3,5.9,Occasional,Bachelor's
STU1062,Aryan Nair,Female,9,English,68.4,86.7,1.3,Regular,High School
STU1058,Sai Kapoor,Male,10,Mathematics,82.5,88.1,2.9,Occasional,Master's
STU1242,Kabir Singh,Male,10,Social Studies,90.7,93.6,3.0,Occasional,Bachelor's
STU1152,Ananya Sharma,Male,9,Social Studies,63.0,67.2,3.2,Regular,Bachelor's
STU1227,Kabir Kapoor,Female,12,Science,86.6,100.0,4.3,Occasional,High School
STU1189,Simran Verma,Male,10,Computer Science,83.3,65.9,2.6,Regular,Bachelor's
STU1036,Myra Singh,Female,12,Social Studies,79.9,82.2,5.3,Occasional,Bachelor's
STU1235,Myra Patel,Female,10,Science,91.9,99.1,3.1,Occasional,Bachelor's
STU1269,Krishna Rao,Female,12,Computer Science,82.2,96.1,2.2,NONE  ,High School
STU1213,Neha Singh,Female,11,Social Studies,70.3,82.7,5.2,Occasional,High School
STU1293,Sai Gupta,Female,11,Social Studies,73.4,75.0,4.1,Occasional,Bachelor's
STU1206,Dev Kumar,Male,9,Mathematics,72.1,91.6,4.4,None,Bachelor's
STU1050,Krishna Patel,Male,10,Mathematics,83.5,71.5,4.0,Occasional,PhD
STU1164,Aarav Iyer,Male,10,Social Studies,77.7,76.6,6.3,None,High School
STU1219,Krishna Sharma,Male,11,Computer Science,96.9,96.8,4.3,Occasional,High School
STU1188,Arjun Kumar,Female,11,Mathematics,62.7,75.1,2.9,Regular,High School
STU1078,Riya Verma,Male,10,Science,61.2,87.9,4.3,Regular,High School
STU1291,Saanvi Iyer,Female,9,Science,90.9,89.0,5.6,None,Master's
STU1218,Meera Sharma,Female,9,English,83.7,81.5,0.3,Occasional,Master's
STU1238,Ira Verma,Male,12,Science,84.9,67.5,4.8,Occasional,PhD
STU1180,Dev Reddy,Female,10,Computer Science,87.1,78.0,4.5,Regular,PhD
STU1146,Vihaan Reddy,Female,9,Mathematics,82.4,73.8,1.9,Occasional,PhD
STU1110,Reyansh Singh,Male,9,Computer Science,73.1,67.2,5.2,Occasional,Bachelor's
STU1073,Sai Singh,Male,12,Science,98.7,89.9,4.3,Regular,Bachelor's
STU1069,Neha Patel,Female,12,Mathematics,88.5,,2.3,Regular,High School
STU1107,Aditya Patel,Female,10,Mathematics,77.9,91.4,4.0,Occasional,High School
STU1284,Aryan Patel,Female,10,English,77.6,94.9,2.4,Occasional,High School
STU1241,Zara Gupta,Female,9,Computer Science,74.9,89.2,2.4,Regular,Bachelor's
STU1274,Vihaan Sharma,Female,11,English,58.0,81.9,2.1,None,Bachelor's
STU1183,Anika Chopra,Female,9,Computer Science,87.2,70.5,5.3,None,Bachelor's
STU1042,Dev Kumar,Male,11,Science,85.8,84.4,4.0,None,Bachelor's
STU1100,Anika Gupta,Female,10,English,70.2,88.7,1.4,Occasional,Bachelor's
STU1107,Aditya Patel,Female,10,English,80.3,91.4,4.0,Occasional,High School
STU1244,Priya Chopra,Male,12,Mathematics,94.0,90.4,3.4,None,High School
STU1035,Aarohi Mehta,Female,12,Mathematics,62.9,71.2,3.2,Occasional,High School
